EC	Name
EC:4.1.99.2	Tyrosine phenol-lyase
EC:4.1.99.3	Deoxyribodipyrimidine photo-lyase
EC:4.1.99.4	Transferred entry: 3.5.99.7
EC:4.1.99.5	Aldehyde oxygenase (deformylating)
EC:4.1.99.6	Transferred entry: 4.2.3.6
EC:4.1.99.7	Transferred entry: 4.2.3.9
EC:4.1.99.8	Transferred entry: 4.2.3.119 and 4.2.3.120
EC:4.1.99.9	Transferred entry: 4.2.3.15
EC:4.1.99.10	Transferred entry: 4.2.3.16
EC:4.1.99.11	Benzylsuccinate synthase
EC:4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase
EC:4.1.99.13	(6-4)DNA photolyase
EC:4.1.99.14	Spore photoproduct lyase
EC:4.1.99.15	Deleted entry
EC:4.1.99.16	Geosmin synthase
EC:4.1.99.17	Phosphomethylpyrimidine synthase
EC:4.1.99.18	Transferred entry: 4.1.99.22 and 4.6.1.17
EC:4.1.99.19	2-iminoacetate synthase
EC:4.1.99.20	3-amino-4-hydroxybenzoate synthase
EC:4.1.99.21	Transferred entry: 4.2.3.153
EC:4.1.99.22	GTP 3',8-cyclase
EC:4.1.99.23	5-hydroxybenzimidazole synthase
EC:4.1.99.24	L-tyrosine isonitrile synthase
EC:4.1.99.25	L-tryptophan isonitrile synthase
EC:4.2.1.1	Carbonic anhydrase
EC:4.2.1.2	Fumarate hydratase
EC:4.2.1.3	Aconitate hydratase
EC:4.2.1.4	Transferred entry: 4.2.1.3
EC:4.2.1.5	Arabinonate dehydratase
EC:4.2.1.6	Galactonate dehydratase
EC:4.2.1.7	Altronate dehydratase
EC:4.2.1.8	Mannonate dehydratase
EC:4.2.1.9	Dihydroxy-acid dehydratase
EC:4.2.1.10	3-dehydroquinate dehydratase
EC:4.2.1.11	Phosphopyruvate hydratase
EC:4.2.1.12	Phosphogluconate dehydratase
EC:4.2.1.13	Transferred entry: 4.3.1.17
EC:4.2.1.14	Transferred entry: 4.3.1.18
EC:4.2.1.15	Transferred entry: 4.4.1.1
EC:4.2.1.16	Transferred entry: 4.3.1.19
EC:4.2.1.17	Enoyl-CoA hydratase
EC:4.2.1.18	Methylglutaconyl-CoA hydratase
EC:4.2.1.19	Imidazoleglycerol-phosphate dehydratase
EC:4.2.1.20	Tryptophan synthase
EC:4.2.1.21	Transferred entry: 4.2.1.22
EC:4.2.1.22	Cystathionine beta-synthase
EC:4.2.1.23	Deleted entry
EC:4.2.1.24	Porphobilinogen synthase
EC:4.2.1.25	L-arabinonate dehydratase
EC:4.2.1.26	Transferred entry: 4.3.1.9
EC:4.2.1.27	Acetylenecarboxylate hydratase
EC:4.2.1.28	Propanediol dehydratase
EC:4.2.1.29	Transferred entry: 4.99.1.6
EC:4.2.1.30	Glycerol dehydratase
EC:4.2.1.31	Maleate hydratase
EC:4.2.1.32	L(+)-tartrate dehydratase
EC:4.2.1.33	3-isopropylmalate dehydratase
EC:4.2.1.34	(S)-2-methylmalate dehydratase
EC:4.2.1.35	(R)-2-methylmalate dehydratase
EC:4.2.1.36	Homoaconitate hydratase
EC:4.2.1.37	Transferred entry: 3.3.2.4
EC:4.2.1.38	Transferred entry: 4.3.1.20
EC:4.2.1.39	Gluconate dehydratase
EC:4.2.1.40	Glucarate dehydratase
EC:4.2.1.41	5-dehydro-4-deoxyglucarate dehydratase
EC:4.2.1.42	Galactarate dehydratase
EC:4.2.1.43	2-dehydro-3-deoxy-L-arabinonate dehydratase
EC:4.2.1.44	Myo-inosose-2 dehydratase
EC:4.2.1.45	CDP-glucose 4,6-dehydratase
EC:4.2.1.46	dTDP-glucose 4,6-dehydratase
EC:4.2.1.47	GDP-mannose 4,6-dehydratase
EC:4.2.1.48	D-glutamate cyclase
EC:4.2.1.49	Urocanate hydratase
EC:4.2.1.50	Pyrazolylalanine synthase
EC:4.2.1.51	Prephenate dehydratase
EC:4.2.1.52	Transferred entry: 4.3.3.7
EC:4.2.1.53	Oleate hydratase
EC:4.2.1.54	Lactoyl-CoA dehydratase
EC:4.2.1.55	3-hydroxybutyryl-CoA dehydratase
EC:4.2.1.56	Itaconyl-CoA hydratase
EC:4.2.1.57	Isohexenylglutaconyl-CoA hydratase
EC:4.2.1.58	Transferred entry: 4.2.1.59
EC:4.2.1.59	3-hydroxyacyl-[acyl-carrier-protein] dehydratase
EC:4.2.1.60	Transferred entry: 4.2.1.59
EC:4.2.1.61	Transferred entry: 4.2.1.59
EC:4.2.1.62	5-alpha-hydroxysteroid dehydratase
EC:4.2.1.63	Transferred entry: 3.3.2.9 and 3.3.2.10
EC:4.2.1.64	Transferred entry: 3.3.2.9 and 3.3.2.10
EC:4.2.1.65	3-cyanoalanine hydratase
EC:4.2.1.66	Cyanide hydratase
EC:4.2.1.67	D-fuconate dehydratase
EC:4.2.1.68	L-fuconate dehydratase
EC:4.2.1.69	Cyanamide hydratase
EC:4.2.1.70	Pseudouridylate synthase
EC:4.2.1.71	Transferred entry: 4.2.1.27
EC:4.2.1.72	Transferred entry: 4.1.1.78
EC:4.2.1.73	Protoaphin-aglucone dehydratase (cyclizing)
EC:4.2.1.74	Long-chain-enoyl-CoA hydratase
EC:4.2.1.75	Uroporphyrinogen-III synthase
EC:4.2.1.76	UDP-glucose 4,6-dehydratase
EC:4.2.1.77	Trans-L-3-hydroxyproline dehydratase
EC:4.2.1.78	(S)-norcoclaurine synthase
EC:4.2.1.79	2-methylcitrate dehydratase
EC:4.2.1.80	2-oxopent-4-enoate hydratase
EC:4.2.1.81	D(-)-tartrate dehydratase
EC:4.2.1.82	Xylonate dehydratase
EC:4.2.1.83	4-oxalmesaconate hydratase
EC:4.2.1.84	Nitrile hydratase
EC:4.2.1.85	Dimethylmaleate hydratase
EC:4.2.1.86	Transferred entry: 4.2.1.98
EC:4.2.1.87	Octopamine dehydratase
EC:4.2.1.88	Synephrine dehydratase
EC:4.2.1.89	Transferred entry: 2.8.3.21 and 4.2.1.149
EC:4.2.1.90	L-rhamnonate dehydratase
EC:4.2.1.91	Arogenate dehydratase
EC:4.2.1.92	Hydroperoxide dehydratase
EC:4.2.1.93	ATP-dependent NAD(P)H-hydrate dehydratase
EC:4.2.1.94	Scytalone dehydratase
EC:4.2.1.95	Kievitone hydratase
EC:4.2.1.96	4a-hydroxytetrahydrobiopterin dehydratase
EC:4.2.1.97	Phaseollidin hydratase
EC:4.2.1.98	16-alpha-hydroxyprogesterone dehydratase
EC:4.2.1.99	2-methylisocitrate dehydratase
EC:4.2.1.100	Cyclohexa-1,5-dienecarbonyl-CoA hydratase
EC:4.2.1.101	Trans-feruloyl-CoA hydratase
EC:4.2.1.102	Transferred entry: 4.2.1.100
EC:4.2.1.103	Cyclohexyl-isocyanide hydratase
EC:4.2.1.104	Cyanase
EC:4.2.1.105	2-hydroxyisoflavanone dehydratase
EC:4.2.1.106	Bile-acid 7-alpha-dehydratase
EC:4.2.1.107	3-alpha,7-alpha,12-alpha-trihydroxy-5-beta-cholest-24-enoyl-CoA|hydratase
EC:4.2.1.108	Ectoine synthase
EC:4.2.1.109	Methylthioribulose 1-phosphate dehydratase
EC:4.2.1.110	Aldos-2-ulose dehydratase
EC:4.2.1.111	1,5-anhydro-D-fructose dehydratase
EC:4.2.1.112	Acetylene hydratase
EC:4.2.1.113	o-succinylbenzoate synthase
EC:4.2.1.114	Methanogen homoaconitase
EC:4.2.1.115	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
EC:4.2.1.116	3-hydroxypropionyl-CoA dehydratase
EC:4.2.1.117	2-methylcitrate dehydratase (2-methyl-trans-aconitate forming)
EC:4.2.1.118	3-dehydroshikimate dehydratase
EC:4.2.1.119	Enoyl-CoA hydratase 2
EC:4.2.1.120	4-hydroxybutanoyl-CoA dehydratase
EC:4.2.1.121	Colneleate synthase
EC:4.2.1.122	Tryptophan synthase (indole-salvaging)
EC:4.2.1.123	Tetrahymanol synthase
EC:4.2.1.124	Arabidiol synthase
EC:4.2.1.125	Dammarenediol II synthase
EC:4.2.1.126	N-acetylmuramic acid 6-phosphate etherase
EC:4.2.1.127	Linalool dehydratase
EC:4.2.1.128	Lupan-3-beta,20-diol synthase
EC:4.2.1.129	Squalene--hopanol cyclase
EC:4.2.1.130	D-lactate dehydratase
EC:4.2.1.131	Carotenoid 1,2-hydratase
EC:4.2.1.132	2-hydroxyhexa-2,4-dienoate hydratase
EC:4.2.1.133	Copal-8-ol diphosphate hydratase
EC:4.2.1.134	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase
EC:4.2.1.135	UDP-N-acetylglucosamine 4,6-dehydratase (configuration-retaining)
EC:4.2.1.136	ADP-dependent NAD(P)H-hydrate dehydratase
EC:4.2.1.137	Sporulenol synthase
EC:4.2.1.138	(+)-caryolan-1-ol synthase
EC:4.2.1.139	Pterocarpan synthase
EC:4.2.1.140	Gluconate/galactonate dehydratase
EC:4.2.1.141	2-dehydro-3-deoxy-D-arabinonate dehydratase
EC:4.2.1.142	5'-oxoaverantin cyclase
EC:4.2.1.143	Versicolorin B synthase
EC:4.2.1.144	3-amino-5-hydroxybenzoate synthase
EC:4.2.1.145	Capreomycidine synthase
EC:4.2.1.146	L-galactonate dehydratase
EC:4.2.1.147	5,6,7,8-tetrahydromethanopterin hydro-lyase
EC:4.2.1.148	2-methylfumaryl-CoA hydratase
EC:4.2.1.149	Crotonobetainyl-CoA hydratase
EC:4.2.1.150	Short-chain-enoyl-CoA hydratase
EC:4.2.1.151	Chorismate dehydratase
EC:4.2.1.152	Hydroperoxy icosatetraenoate dehydratase
EC:4.2.1.153	3-methylfumaryl-CoA hydratase
EC:4.2.1.154	Tetracenomycin F2 cyclase
EC:4.2.1.155	Methylthioacryloyl-CoA hydratase
EC:4.2.1.156	L-talarate dehydratase
EC:4.2.1.157	(R)-2-hydroxyisocaproyl-CoA dehydratase
EC:4.2.1.158	Galactarate dehydratase (D-threo-forming)
EC:4.2.1.159	dTDP-4-dehydro-6-deoxy-alpha-D-glucopyranose 2,3-dehydratase
EC:4.2.1.160	2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one|isomerase/dehydratase
EC:4.2.1.161	Bisanhydrobacterioruberin hydratase
EC:4.2.1.162	6-deoxy-6-sulfo-D-gluconate dehydratase
EC:4.2.1.163	2-oxo-hept-4-ene-1,7-dioate hydratase
EC:4.2.1.164	dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
EC:4.2.1.165	Chlorophyllide a 3(1)-hydratase
EC:4.2.1.166	Phosphinomethylmalate isomerase
EC:4.2.1.167	(R)-2-hydroxyglutaryl-CoA dehydratase
EC:4.2.1.168	GDP-4-dehydro-6-deoxy-alpha-D-mannose 3-dehydratase
EC:4.2.1.169	3-vinylbacteriochlorophyllide d 3(1)-hydratase
EC:4.2.1.170	2-(omega-methylthio)alkylmalate dehydratase
EC:4.2.1.171	Cis-l-3-hydroxyproline dehydratase
EC:4.2.1.172	Trans-4-hydroxy-L-proline dehydratase
EC:4.2.1.173	Ent-8-alpha-hydroxylabd-13-en-15-yl diphosphate synthase
EC:4.2.1.174	Peregrinol diphosphate synthase
EC:4.2.1.175	(R)-3-(aryl)lactoyl-CoA dehydratase
EC:4.2.1.n1	Transferred entry: 4.2.1.126
EC:4.2.1.n2	Transferred entry: 4.2.1.134
EC:4.2.2.1	Hyaluronate lyase
EC:4.2.2.2	Pectate lyase
EC:4.2.2.3	Mannuronate-specific alginate lyase
EC:4.2.2.4	Transferred entry: 4.2.2.20 and 4.2.2.21
EC:4.2.2.5	Chondroitin AC lyase
EC:4.2.2.6	Oligogalacturonide lyase
EC:4.2.2.7	Heparin lyase
EC:4.2.2.8	Heparin-sulfate lyase
EC:4.2.2.9	Pectate disaccharide-lyase
EC:4.2.2.10	Pectin lyase
EC:4.2.2.11	Guluronate-specific alginate lyase
EC:4.2.2.12	Xanthan lyase
EC:4.2.2.13	Exo-(1->4)-alpha-D-glucan lyase
EC:4.2.2.14	Glucuronan lyase
EC:4.2.2.15	Anhydrosialidase
EC:4.2.2.16	Levan fructotransferase (DFA-IV-forming)
EC:4.2.2.17	Inulin fructotransferase (DFA-I-forming)
EC:4.2.2.18	Inulin fructotransferase (DFA-III-forming)
EC:4.2.2.19	Chondroitin B lyase
EC:4.2.2.20	Chondroitin-sulfate-ABC endolyase
EC:4.2.2.21	Chondroitin-sulfate-ABC exolyase
EC:4.2.2.22	Pectate trisaccharide-lyase
EC:4.2.2.23	Rhamnogalacturonan endolyase
EC:4.2.2.24	Rhamnogalacturonan exolyase
EC:4.2.2.25	Gellan lyase
EC:4.2.2.26	Oligo-alginate lyase
EC:4.2.2.27	Pectin monosaccharide-lyase
EC:4.2.2.n1	Peptidoglycan lytic exotransglycosylase
EC:4.2.2.n2	Peptidoglycan lytic endotransglycosylase
EC:4.2.3.1	Threonine synthase
EC:4.2.3.2	Ethanolamine-phosphate phospho-lyase
EC:4.2.3.3	Methylglyoxal synthase
EC:4.2.3.4	3-dehydroquinate synthase
EC:4.2.3.5	Chorismate synthase
EC:4.2.3.6	Trichodiene synthase
EC:4.2.3.7	Pentalenene synthase
EC:4.2.3.8	Casbene synthase
EC:4.2.3.9	Aristolochene synthase
EC:4.2.3.10	(-)-endo-fenchol synthase
EC:4.2.3.11	Sabinene-hydrate synthase
EC:4.2.3.12	6-pyruvoyltetrahydropterin synthase
EC:4.2.3.13	(+)-delta-cadinene synthase
EC:4.2.3.14	Transferred entry: 4.2.3.119 and 4.2.3.120
EC:4.2.3.15	Myrcene synthase
EC:4.2.3.16	(4S)-limonene synthase
EC:4.2.3.17	Taxadiene synthase
EC:4.2.3.18	Abieta-7,13-diene synthase
EC:4.2.3.19	Ent-kaurene synthase
EC:4.2.3.20	(R)-limonene synthase
EC:4.2.3.21	Vetispiradiene synthase
EC:4.2.3.22	Germacradienol synthase
EC:4.2.3.23	Germacrene-A synthase
EC:4.2.3.24	Amorpha-4,11-diene synthase
EC:4.2.3.25	S-linalool synthase
EC:4.2.3.26	R-linalool synthase
EC:4.2.3.27	Isoprene synthase
EC:4.2.3.28	Ent-cassa-12,15-diene synthase
EC:4.2.3.29	Ent-sandaracopimaradiene synthase
EC:4.2.3.30	Ent-pimara-8(14),15-diene synthase
EC:4.2.3.31	Ent-pimara-9(11),15-diene synthase
EC:4.2.3.32	Levopimaradiene synthase
EC:4.2.3.33	Stemar-13-ene synthase
EC:4.2.3.34	Stemod-13(17)-ene synthase
EC:4.2.3.35	Syn-pimara-7,15-diene synthase
EC:4.2.3.36	Terpentetriene synthase
EC:4.2.3.37	Epi-isozizaene synthase
EC:4.2.3.38	Alpha-bisabolene synthase
EC:4.2.3.39	Epi-cedrol synthase
EC:4.2.3.40	(Z)-gamma-bisabolene synthase
EC:4.2.3.41	Elisabethatriene synthase
EC:4.2.3.42	Aphidicolan-16-beta-ol synthase
EC:4.2.3.43	Fusicocca-2,10(14)-diene synthase
EC:4.2.3.44	Isopimara-7,15-diene synthase
EC:4.2.3.45	Phyllocladan-16-alpha-ol synthase
EC:4.2.3.46	Alpha-farnesene synthase
EC:4.2.3.47	Beta-farnesene synthase
EC:4.2.3.48	(3S,6E)-nerolidol synthase
EC:4.2.3.49	(3R,6E)-nerolidol synthase
EC:4.2.3.50	(+)-alpha-santalene synthase ((2Z,6Z)-farnesyl diphosphate cyclizing)
EC:4.2.3.51	Beta-phellandrene synthase (neryl-diphosphate-cyclizing)
EC:4.2.3.52	(4S)-beta-phellandrene synthase (geranyl-diphosphate-cyclizing)
EC:4.2.3.53	(+)-endo-beta-bergamotene synthase ((2Z,6Z)-farnesyl diphosphate|cyclizing)
EC:4.2.3.54	(-)-endo-alpha-bergamotene synthase ((2Z,6Z)-farnesyl diphosphate|cyclizing)
EC:4.2.3.55	(S)-beta-bisabolene synthase
EC:4.2.3.56	Gamma-humulene synthase
EC:4.2.3.57	(-)-beta-caryophyllene synthase
EC:4.2.3.58	Longifolene synthase
EC:4.2.3.59	(E)-gamma-bisabolene synthase
EC:4.2.3.60	Germacrene C synthase
EC:4.2.3.61	5-epiaristolochene synthase
EC:4.2.3.62	(-)-gamma-cadinene synthase ((2Z,6E)-farnesyl diphosphate cyclizing)
EC:4.2.3.63	(+)-cubenene synthase
EC:4.2.3.64	(+)-epicubenol synthase
EC:4.2.3.65	Zingiberene synthase
EC:4.2.3.66	Beta-selinene cyclase
EC:4.2.3.67	Cis-muuroladiene synthase
EC:4.2.3.68	Beta-eudesmol synthase
EC:4.2.3.69	(+)-alpha-barbatene synthase
EC:4.2.3.70	Patchoulol synthase
EC:4.2.3.71	(E,E)-germacrene B synthase
EC:4.2.3.72	Alpha-gurjunene synthase
EC:4.2.3.73	Valencene synthase
EC:4.2.3.74	Presilphiperfolanol synthase
EC:4.2.3.75	(-)-germacrene D synthase
EC:4.2.3.76	(+)-delta-selinene synthase
EC:4.2.3.77	(+)-germacrene D synthase
EC:4.2.3.78	Beta-chamigrene synthase
EC:4.2.3.79	Thujopsene synthase
EC:4.2.3.80	Alpha-longipinene synthase
EC:4.2.3.81	Exo-alpha-bergamotene synthase
EC:4.2.3.82	Alpha-santalene synthase
EC:4.2.3.83	Beta-santalene synthase
EC:4.2.3.84	10-epi-gamma-eudesmol synthase
EC:4.2.3.85	Alpha-eudesmol synthase
EC:4.2.3.86	7-epi-alpha-selinene synthase
EC:4.2.3.87	Alpha-guaiene synthase
EC:4.2.3.88	Viridiflorene synthase
EC:4.2.3.89	(+)-beta-caryophyllene synthase
EC:4.2.3.90	5-epi-alpha-selinene synthase
EC:4.2.3.91	Cubebol synthase
EC:4.2.3.92	(+)-gamma-cadinene synthase
EC:4.2.3.93	Delta-guaiene synthase
EC:4.2.3.94	Gamma-curcumene synthase
EC:4.2.3.95	(-)-alpha-cuprenene synthase
EC:4.2.3.96	Avermitilol synthase
EC:4.2.3.97	(-)-delta-cadinene synthase
EC:4.2.3.98	(+)-T-muurolol synthase
EC:4.2.3.99	Labdatriene synthase
EC:4.2.3.100	Bicyclogermacrene synthase
EC:4.2.3.101	7-epi-sesquithujene synthase
EC:4.2.3.102	Sesquithujene synthase
EC:4.2.3.103	Ent-isokaurene synthase
EC:4.2.3.104	Alpha-humulene synthase
EC:4.2.3.105	Tricyclene synthase
EC:4.2.3.106	(E)-beta-ocimene synthase
EC:4.2.3.107	(+)-car-3-ene synthase
EC:4.2.3.108	1,8-cineole synthase
EC:4.2.3.109	(-)-sabinene synthase
EC:4.2.3.110	(+)-sabinene synthase
EC:4.2.3.111	(-)-alpha-terpineol synthase
EC:4.2.3.112	(+)-alpha-terpineol synthase
EC:4.2.3.113	Terpinolene synthase
EC:4.2.3.114	Gamma-terpinene synthase
EC:4.2.3.115	Alpha-terpinene synthase
EC:4.2.3.116	(+)-camphene synthase
EC:4.2.3.117	(-)-camphene synthase
EC:4.2.3.118	2-methylisoborneol synthase
EC:4.2.3.119	(-)-alpha-pinene synthase
EC:4.2.3.120	(-)-beta-pinene synthase
EC:4.2.3.121	(+)-alpha-pinene synthase
EC:4.2.3.122	(+)-beta-pinene synthase
EC:4.2.3.123	Beta-sesquiphellandrene synthase
EC:4.2.3.124	2-deoxy-scyllo-inosose synthase
EC:4.2.3.125	Alpha-muurolene synthase
EC:4.2.3.126	Gamma-muurolene synthase
EC:4.2.3.127	Beta-copaene synthase
EC:4.2.3.128	Beta-cubebene synthase
EC:4.2.3.129	(+)-sativene synthase
EC:4.2.3.130	Tetraprenyl-beta-curcumene synthase
EC:4.2.3.131	Miltiradiene synthase
EC:4.2.3.132	Neoabietadiene synthase
EC:4.2.3.133	Alpha-copaene synthase
EC:4.2.3.134	5-phosphooxy-L-lysine phospho-lyase
EC:4.2.3.135	Delta(6)-protoilludene synthase
EC:4.2.3.136	Alpha-isocomene synthase
EC:4.2.3.137	(E)-2-epi-beta-caryophyllene synthase
EC:4.2.3.138	(+)-epi-alpha-bisabolol synthase
EC:4.2.3.139	Valerena-4,7(11)-diene synthase
EC:4.2.3.140	Cis-abienol synthase
EC:4.2.3.141	Sclareol synthase
EC:4.2.3.142	7-epizingiberene synthase ((2Z,6Z)-farnesyl diphosphate cyclizing)
EC:4.2.3.143	Kunzeaol synthase
EC:4.2.3.144	Geranyllinalool synthase
EC:4.2.3.145	Ophiobolin F synthase
EC:4.2.3.146	Cyclooctat-9-en-7-ol synthase
EC:4.2.3.147	Pimaradiene synthase
EC:4.2.3.148	Cembrene C synthase
EC:4.2.3.149	Nephthenol synthase
EC:4.2.3.150	Cembrene A synthase
EC:4.2.3.151	Pentamethylcyclopentadecatrienol synthase
EC:4.2.3.152	2-epi-5-epi-valiolone synthase
EC:4.2.3.153	(5-formylfuran-3-yl)methyl phosphate synthase
EC:4.2.3.154	Demethyl-4-deoxygadusol synthase
EC:4.2.3.155	2-epi-valiolone synthase
EC:4.2.3.156	Hydroxysqualene synthase
EC:4.2.3.157	(+)-isoafricanol synthase
EC:4.2.3.158	(-)-spiroviolene synthase
EC:4.2.3.159	Tsukubadiene synthase
EC:4.2.3.160	(2S,3R,6S,9S)-(-)-protoillud-7-ene synthase
EC:4.2.3.161	(3S)-(+)-asterisca-2(9),6-diene synthase
EC:4.2.3.162	(-)-alpha-amorphene synthase
EC:4.2.3.163	(+)-corvol ether B synthase
EC:4.2.3.164	(+)-eremophilene synthase
EC:4.2.3.165	(1R,4R,5S)-(-)-guaia-6,10(14)-diene synthase
EC:4.2.3.166	(+)-(1(10)E,4E,6S,7R)-germacradien-6-ol synthase
EC:4.2.3.167	Dolabella-3,7-dien-18-ol synthase
EC:4.2.3.168	Dolathalia-3,7,11-triene synthase
EC:4.2.3.169	7-epi-alpha-eudesmol synthase
EC:4.2.3.170	4-epi-cubebol synthase
EC:4.2.3.171	(+)-corvol ether A synthase
EC:4.2.3.172	10-epi-juneol synthase
EC:4.2.3.173	Tau-cadinol synthase
EC:4.2.3.174	(2E,6E)-hedycaryol synthase
EC:4.2.3.175	10-epi-cubebol synthase
EC:4.2.3.176	Sesterfisherol synthase
EC:4.2.3.177	Beta-thujene synthase
EC:4.2.3.178	Stellata-2,6,19-triene synthase
EC:4.2.3.179	Guaia-4,6-diene synthase
EC:4.2.3.180	Pseudolaratriene synthase
EC:4.2.3.181	Selina-4(15),7(11)-diene synthase
EC:4.2.3.182	Pristinol synthase
EC:4.2.3.183	Nezukol synthase
EC:4.2.3.184	5-hydroxy-alpha-gurjunene synthase
EC:4.2.3.185	Ent-atiserene synthase
EC:4.2.3.186	Ent-13-epi-manoyl oxide synthase
EC:4.2.3.187	(2Z,6E)-hedycaryol synthase
EC:4.2.3.188	Beta-geranylfarnesene synthase
EC:4.2.3.189	9,13-epoxylabda-14-ene synthase
EC:4.2.3.190	Manoyl oxide synthase
EC:4.2.3.191	Cycloaraneosene synthase
EC:4.2.3.192	Labda-7,13(16),14-triene synthase
EC:4.2.3.193	(12E)-labda-8(17),12,14-triene synthase
EC:4.2.3.194	(-)-drimenol synthase
EC:4.2.3.195	Rhizathalene A synthase
EC:4.2.3.196	Dolabradiene synthase
EC:4.2.3.197	Eudesmane-5,11-diol synthase
EC:4.2.3.198	Alpha-selinene synthase
EC:4.2.3.199	(-)-5-epieremophilene synthase
EC:4.2.3.200	Beta-pinacene synthase
EC:4.2.3.201	Hydropyrene synthase
EC:4.2.3.202	Hydropyrenol synthase
EC:4.2.3.203	Isoelisabethatriene synthase
EC:4.2.3.204	Valerianol synthase
EC:4.2.3.205	Sodorifen synthase
EC:4.2.3.n1	Transferred entry: 4.2.3.38
EC:4.2.3.n2	Delta-selinene synthase
EC:4.2.3.n3	Transferred entry: 4.2.3.56
EC:4.2.3.n4	Transferred entry: 4.2.3.117
EC:4.2.3.n5	Transferred entry: 4.2.3.52
EC:4.2.3.n6	Transferred entry: 4.2.3.113
EC:4.2.3.n7	Transferred entry: 4.2.3.119
EC:4.2.3.n8	Transferred entry: 4.2.3.103
EC:4.2.3.n9	Transferred entry: 4.2.3.44
EC:4.2.3.n10	Transferred entry: 4.2.3.62
EC:4.2.3.n11	Transferred entry: 4.2.3.198
EC:4.2.3.n12	Transferred entry: 4.2.3.65
EC:4.2.3.n13	Transferred entry: 4.2.3.75
EC:4.2.3.n14	Transferred entry: 4.2.3.118
EC:4.2.99.1	Transferred entry: 4.2.2.1
EC:4.2.99.2	Transferred entry: 4.2.3.1
EC:4.2.99.3	Transferred entry: 4.2.2.2
EC:4.2.99.4	Transferred entry: 4.2.2.3
EC:4.2.99.5	Deleted entry
EC:4.2.99.6	Transferred entry: 4.2.2.5, 4.2.2.20 and 4.2.2.21
EC:4.2.99.7	Transferred entry: 4.2.3.2
EC:4.2.99.8	Transferred entry: 2.5.1.47
EC:4.2.99.9	Transferred entry: 2.5.1.48
EC:4.2.99.10	Transferred entry: 2.5.1.49
EC:4.2.99.11	Transferred entry: 4.2.3.3
EC:4.2.99.12	Carboxymethyloxysuccinate lyase
EC:4.2.99.13	Transferred entry: 2.5.1.50
EC:4.2.99.14	Transferred entry: 2.5.1.51
EC:4.2.99.15	Transferred entry: 2.5.1.52
EC:4.2.99.16	Transferred entry: 2.5.1.53
EC:4.2.99.17	Transferred entry: 2.5.1.51
EC:4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase
EC:4.2.99.19	Transferred entry: 4.4.1.23
EC:4.2.99.20	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
EC:4.2.99.21	Isochorismate lyase
EC:4.2.99.22	Tuliposide A-converting enzyme
EC:4.2.99.23	Tuliposide B-converting enzyme
EC:4.2.99.24	Thebaine synthase
EC:4.2.99.n1	Transferred entry: 4.2.99.20
EC:4.3.1.1	Aspartate ammonia-lyase
EC:4.3.1.2	Methylaspartate ammonia-lyase
EC:4.3.1.3	Histidine ammonia-lyase
EC:4.3.1.4	Formimidoyltetrahydrofolate cyclodeaminase
EC:4.3.1.5	Transferred entry: 4.3.1.23, 4.3.1.24 and 4.3.1.25
EC:4.3.1.6	Beta-alanyl-CoA ammonia-lyase
EC:4.3.1.7	Ethanolamine ammonia-lyase
EC:4.3.1.8	Transferred entry: 2.5.1.61
EC:4.3.1.9	Glucosaminate ammonia-lyase
EC:4.3.1.10	Serine-sulfate ammonia-lyase
EC:4.3.1.11	Deleted entry
EC:4.3.1.12	Ornithine cyclodeaminase
EC:4.3.1.13	Carbamoyl-serine ammonia-lyase
EC:4.3.1.14	3-aminobutyryl-CoA ammonia-lyase
EC:4.3.1.15	Diaminopropionate ammonia-lyase
EC:4.3.1.16	Threo-3-hydroxy-L-aspartate ammonia-lyase
EC:4.3.1.17	L-serine ammonia-lyase
EC:4.3.1.18	D-serine ammonia-lyase
EC:4.3.1.19	Threonine ammonia-lyase
EC:4.3.1.20	Erythro-3-hydroxy-L-aspartate ammonia-lyase
EC:4.3.1.21	Transferred entry: 4.3.1.9
EC:4.3.1.22	3,4-dihydroxyphenylalanine reductive deaminase
EC:4.3.1.23	Tyrosine ammonia-lyase
EC:4.3.1.24	Phenylalanine ammonia-lyase
EC:4.3.1.25	Phenylalanine/tyrosine ammonia-lyase
EC:4.3.1.26	Transferred entry: 1.21.98.2
EC:4.3.1.27	Threo-3-hydroxy-D-aspartate ammonia-lyase
EC:4.3.1.28	L-lysine cyclodeaminase
EC:4.3.1.29	D-glucosaminate-6-phosphate ammonia lyase
EC:4.3.1.30	dTDP-4-amino-4,6-dideoxy-D-glucose ammonia-lyase
EC:4.3.1.31	L-tryptophan ammonia lyase
EC:4.3.1.32	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase
EC:4.3.2.1	Argininosuccinate lyase
EC:4.3.2.2	Adenylosuccinate lyase
EC:4.3.2.3	Ureidoglycolate lyase
EC:4.3.2.4	Purine imidazole-ring cyclase
EC:4.3.2.5	Peptidylamidoglycolate lyase
